CMDLINE /Users/bear/Documents/GitHub/pyoniverse/pyoniverse-search-engine/venv/bin/python profiles/memory/search.py
MEM 1.515625 1700467219.3516
MEM 1.515625 1700467219.4526
MEM 1.515625 1700467219.5578
MEM 1.515625 1700467219.6631
MEM 1.515625 1700467219.7662
MEM 1.515625 1700467219.8669
MEM 1.484375 1700467219.9715
MEM 1.484375 1700467220.0719
MEM 1.484375 1700467220.1774
MEM 1.484375 1700467220.2870
MEM 1.453125 1700467220.3922
MEM 1.453125 1700467220.4925
MEM 1.453125 1700467220.5938
MEM 1.453125 1700467220.6991
MEM 1.453125 1700467220.8043
MEM 1.453125 1700467220.9095
MEM 1.453125 1700467221.0149
MEM 1.453125 1700467221.1166
MEM 1.453125 1700467221.2195
MEM 1.453125 1700467221.3219
MEM 1.453125 1700467221.4238
MEM 1.453125 1700467221.5267
MEM 1.453125 1700467221.6319
MEM 1.453125 1700467221.7378
MEM 1.453125 1700467221.8431
MEM 1.453125 1700467221.9486
MEM 1.453125 1700467222.0538
MEM 1.453125 1700467222.1548
MEM 1.453125 1700467222.2557
MEM 1.453125 1700467222.3610
MEM 1.453125 1700467222.4664
MEM 1.453125 1700467222.5675
MEM 1.453125 1700467222.6685
MEM 1.453125 1700467222.7707
MEM 1.453125 1700467222.8712
MEM 1.453125 1700467222.9718
MEM 1.453125 1700467223.0770
MEM 1.453125 1700467223.1810
MEM 1.453125 1700467223.2836
MEM 1.453125 1700467223.3853
MEM 1.453125 1700467223.4857
MEM 1.453125 1700467223.5867
MEM 1.453125 1700467223.6887
MEM 1.453125 1700467223.7891
MEM 1.453125 1700467223.8937
MEM 1.453125 1700467223.9943
MEM 1.453125 1700467224.0949
MEM 1.453125 1700467224.1955
MEM 1.453125 1700467224.2995
MEM 1.453125 1700467224.4008
MEM 1.453125 1700467224.5059
MEM 1.453125 1700467224.6113
MEM 1.453125 1700467224.7129
MEM 1.453125 1700467224.8179
MEM 1.453125 1700467224.9231
MEM 1.453125 1700467225.0260
MEM 1.453125 1700467225.1311
MEM 1.453125 1700467225.2332
MEM 1.453125 1700467225.3340
MEM 1.453125 1700467225.4366
MEM 1.453125 1700467225.5418
MEM 1.453125 1700467225.6471
MEM 1.453125 1700467225.7503
MEM 1.453125 1700467225.8531
MEM 1.453125 1700467225.9550
MEM 1.453125 1700467226.0602
MEM 1.453125 1700467226.1649
MEM 1.453125 1700467226.2692
MEM 1.453125 1700467226.3704
MEM 1.453125 1700467226.4711
MEM 1.453125 1700467226.5716
MEM 1.453125 1700467226.6768
MEM 1.453125 1700467226.7822
MEM 1.453125 1700467226.8834
MEM 1.453125 1700467226.9886
MEM 1.453125 1700467227.0901
MEM 1.453125 1700467227.1932
MEM 1.453125 1700467227.2973
MEM 1.453125 1700467227.4024
MEM 1.453125 1700467227.5035
MEM 1.453125 1700467227.6088
MEM 1.453125 1700467227.7111
MEM 1.453125 1700467227.8163
MEM 1.453125 1700467227.9212
MEM 1.453125 1700467228.0265
MEM 1.453125 1700467228.1272
MEM 1.453125 1700467228.2323
MEM 1.453125 1700467228.3361
MEM 1.453125 1700467228.4413
MEM 1.453125 1700467228.5450
MEM 1.453125 1700467228.6488
MEM 1.453125 1700467228.7529
MEM 1.453125 1700467228.8578
MEM 1.453125 1700467228.9617
MEM 1.453125 1700467229.0638
MEM 1.453125 1700467229.1692
MEM 1.453125 1700467229.2709
MEM 1.453125 1700467229.3751
MEM 1.453125 1700467229.4806
MEM 1.453125 1700467229.5837
MEM 1.453125 1700467229.6859
MEM 1.453125 1700467229.7913
MEM 1.453125 1700467229.8936
MEM 1.453125 1700467229.9990
MEM 1.453125 1700467230.1044
MEM 1.453125 1700467230.2100
MEM 1.453125 1700467230.3157
MEM 1.453125 1700467230.4164
MEM 1.453125 1700467230.5172
MEM 1.453125 1700467230.6223
MEM 1.453125 1700467230.7281
MEM 1.453125 1700467230.8335
MEM 1.453125 1700467230.9390
MEM 1.453125 1700467231.0395
MEM 1.453125 1700467231.1429
MEM 1.453125 1700467231.2450
MEM 1.453125 1700467231.3473
MEM 1.453125 1700467231.4528
MEM 1.453125 1700467231.5576
MEM 1.453125 1700467231.6631
MEM 1.453125 1700467231.7686
MEM 1.453125 1700467231.8741
MEM 1.453125 1700467231.9761
MEM 1.453125 1700467232.0816
MEM 1.453125 1700467232.1869
MEM 1.453125 1700467232.2906
MEM 1.453125 1700467232.3960
MEM 1.453125 1700467232.5008
MEM 1.453125 1700467232.6063
MEM 1.453125 1700467232.7093
MEM 1.453125 1700467232.8148
MEM 1.453125 1700467232.9189
MEM 1.453125 1700467233.0242
MEM 1.453125 1700467233.1298
MEM 1.453125 1700467233.2352
MEM 1.453125 1700467233.3408
MEM 1.453125 1700467233.4454
MEM 1.453125 1700467233.5507
MEM 1.453125 1700467233.6522
MEM 1.453125 1700467233.7535
MEM 1.453125 1700467233.8591
MEM 1.453125 1700467233.9602
MEM 1.453125 1700467234.0656
MEM 1.453125 1700467234.1709
MEM 1.453125 1700467234.2762
MEM 1.453125 1700467234.3817
MEM 1.453125 1700467234.4870
MEM 1.453125 1700467234.5885
MEM 1.453125 1700467234.6939
MEM 1.453125 1700467234.7991
MEM 1.453125 1700467234.9042
MEM 1.453125 1700467235.0046
MEM 1.453125 1700467235.1098
MEM 1.453125 1700467235.2115
MEM 1.453125 1700467235.3131
MEM 1.453125 1700467235.4140
MEM 1.453125 1700467235.5191
MEM 1.453125 1700467235.6231
MEM 1.453125 1700467235.7285
MEM 1.453125 1700467235.8327
MEM 1.453125 1700467235.9379
MEM 1.453125 1700467236.0408
MEM 1.453125 1700467236.1464
MEM 1.453125 1700467236.2468
MEM 1.453125 1700467236.3509
MEM 1.453125 1700467236.4563
MEM 1.453125 1700467236.5579
MEM 1.453125 1700467236.6630
MEM 1.453125 1700467236.7633
MEM 1.453125 1700467236.8685
MEM 1.453125 1700467236.9728
MEM 1.453125 1700467237.0780
MEM 1.453125 1700467237.1832
MEM 1.453125 1700467237.2885
MEM 1.453125 1700467237.3937
MEM 1.453125 1700467237.4990
MEM 1.453125 1700467237.6043
MEM 1.453125 1700467237.7088
MEM 1.453125 1700467237.8096
MEM 1.453125 1700467237.9148
MEM 1.453125 1700467238.0200
MEM 1.453125 1700467238.1256
MEM 1.453125 1700467238.2311
MEM 1.453125 1700467238.3326
MEM 1.453125 1700467238.4370
MEM 1.453125 1700467238.5418
MEM 1.453125 1700467238.6470
MEM 1.453125 1700467238.7523
MEM 1.453125 1700467238.8578
MEM 1.453125 1700467238.9594
MEM 1.453125 1700467239.0604
MEM 1.453125 1700467239.1611
MEM 1.453125 1700467239.2663
MEM 1.453125 1700467239.3681
MEM 1.453125 1700467239.4733
MEM 1.453125 1700467239.5784
MEM 1.453125 1700467239.6835
MEM 1.453125 1700467239.7888
MEM 1.453125 1700467239.8895
MEM 1.453125 1700467239.9949
MEM 1.453125 1700467240.0993
MEM 1.453125 1700467240.2047
MEM 1.453125 1700467240.3069
MEM 1.453125 1700467240.4124
MEM 1.453125 1700467240.5177
MEM 1.453125 1700467240.6232
MEM 1.453125 1700467240.7273
MEM 1.453125 1700467240.8324
MEM 1.453125 1700467240.9379
MEM 1.453125 1700467241.0423
MEM 1.453125 1700467241.1447
MEM 1.453125 1700467241.2488
MEM 1.453125 1700467241.3546
MEM 1.453125 1700467241.4579
MEM 1.453125 1700467241.5631
MEM 1.453125 1700467241.6683
MEM 1.453125 1700467241.7699
MEM 1.453125 1700467241.8706
MEM 1.453125 1700467241.9736
MEM 1.453125 1700467242.0788
MEM 1.453125 1700467242.1839
MEM 1.453125 1700467242.2891
MEM 1.453125 1700467242.3943
MEM 1.453125 1700467242.5063
MEM 1.453125 1700467242.6072
MEM 1.453125 1700467242.7125
MEM 1.453125 1700467242.8176
MEM 1.453125 1700467242.9232
MEM 1.453125 1700467243.0243
MEM 1.453125 1700467243.1294
MEM 1.453125 1700467243.2346
MEM 1.453125 1700467243.3398
MEM 1.453125 1700467243.4450
MEM 1.453125 1700467243.5502
MEM 1.453125 1700467243.6555
MEM 1.453125 1700467243.7604
MEM 1.453125 1700467243.8656
MEM 1.453125 1700467243.9708
MEM 1.453125 1700467244.0735
MEM 1.453125 1700467244.1762
MEM 1.453125 1700467244.2814
MEM 1.453125 1700467244.3867
MEM 1.453125 1700467244.4871
MEM 1.453125 1700467244.5925
MEM 1.453125 1700467244.6977
MEM 1.453125 1700467244.8029
MEM 1.453125 1700467244.9082
MEM 1.453125 1700467245.0134
MEM 1.453125 1700467245.1187
MEM 1.453125 1700467245.2241
MEM 1.453125 1700467245.3295
MEM 1.453125 1700467245.4319
MEM 1.453125 1700467245.5371
MEM 1.453125 1700467245.6413
MEM 1.453125 1700467245.7466
MEM 1.453125 1700467245.8508
MEM 1.453125 1700467245.9534
MEM 1.453125 1700467246.0586
MEM 1.453125 1700467246.1639
MEM 1.453125 1700467246.2664
MEM 1.453125 1700467246.3675
MEM 1.453125 1700467246.4690
MEM 1.453125 1700467246.5699
MEM 1.453125 1700467246.6757
MEM 1.453125 1700467246.7810
MEM 1.453125 1700467246.8850
MEM 1.453125 1700467246.9863
MEM 1.453125 1700467247.0921
MEM 1.453125 1700467247.1977
MEM 1.453125 1700467247.3033
MEM 1.453125 1700467247.4073
MEM 1.453125 1700467247.5128
MEM 1.453125 1700467247.6156
MEM 1.453125 1700467247.7208
MEM 1.453125 1700467247.8260
MEM 1.453125 1700467247.9284
MEM 1.453125 1700467248.0337
MEM 1.453125 1700467248.1393
MEM 1.453125 1700467248.2405
MEM 1.453125 1700467248.3459
MEM 1.453125 1700467248.4514
MEM 1.453125 1700467248.5566
MEM 1.453125 1700467248.6573
MEM 1.453125 1700467248.7625
MEM 1.453125 1700467248.8661
MEM 1.453125 1700467248.9713
MEM 1.453125 1700467249.0735
MEM 1.453125 1700467249.1787
MEM 1.453125 1700467249.2841
MEM 1.453125 1700467249.3894
MEM 1.453125 1700467249.4946
MEM 1.453125 1700467249.6001
MEM 1.453125 1700467249.7033
MEM 1.453125 1700467249.8088
MEM 1.453125 1700467249.9142
MEM 1.453125 1700467250.0166
MEM 1.453125 1700467250.1221
MEM 1.453125 1700467250.2277
MEM 1.453125 1700467250.3318
MEM 1.453125 1700467250.4372
MEM 1.453125 1700467250.5426
MEM 1.453125 1700467250.6479
MEM 1.453125 1700467250.7530
MEM 1.453125 1700467250.8584
MEM 1.453125 1700467250.9638
MEM 1.453125 1700467251.0691
MEM 1.453125 1700467251.1701
MEM 1.453125 1700467251.2736
MEM 1.453125 1700467251.3791
MEM 1.453125 1700467251.4847
MEM 1.453125 1700467251.5902
MEM 1.453125 1700467251.6935
MEM 1.453125 1700467251.7951
MEM 1.453125 1700467251.9002
MEM 1.453125 1700467252.0024
MEM 1.453125 1700467252.1043
MEM 1.453125 1700467252.2067
MEM 1.453125 1700467252.3121
MEM 1.453125 1700467252.4175
MEM 1.453125 1700467252.5747
MEM 1.453125 1700467252.6766
MEM 1.453125 1700467252.7818
MEM 1.453125 1700467252.8880
MEM 1.453125 1700467252.9892
MEM 1.453125 1700467253.0906
MEM 1.453125 1700467253.1914
MEM 1.453125 1700467253.2948
MEM 1.453125 1700467253.4003
MEM 1.453125 1700467253.5037
MEM 1.453125 1700467253.6047
MEM 1.453125 1700467253.7059
MEM 1.453125 1700467253.8095
MEM 1.453125 1700467253.9144
MEM 1.453125 1700467254.0171
MEM 1.453125 1700467254.1188
MEM 1.453125 1700467254.2210
MEM 1.453125 1700467254.3262
MEM 1.453125 1700467254.4283
MEM 1.453125 1700467254.5289
MEM 1.453125 1700467254.6335
MEM 1.453125 1700467254.7374
MEM 1.453125 1700467254.8426
MEM 1.453125 1700467254.9448
MEM 1.453125 1700467255.0470
MEM 1.453125 1700467255.1509
MEM 1.453125 1700467255.2516
MEM 1.453125 1700467255.3555
MEM 1.453125 1700467255.4583
MEM 1.453125 1700467255.5623
MEM 1.453125 1700467255.6659
MEM 1.453125 1700467255.7670
MEM 1.453125 1700467255.8674
MEM 1.453125 1700467255.9679
MEM 1.453125 1700467256.0716
MEM 1.453125 1700467256.1903
MEM 1.453125 1700467256.2955
MEM 1.453125 1700467256.4011
MEM 1.453125 1700467256.5027
MEM 1.453125 1700467256.6075
MEM 1.453125 1700467256.7085
MEM 1.453125 1700467256.8088
MEM 1.453125 1700467256.9140
MEM 1.453125 1700467257.0173
MEM 1.453125 1700467257.1177
MEM 1.453125 1700467257.2193
MEM 1.453125 1700467257.3214
MEM 1.453125 1700467257.4251
MEM 1.453125 1700467257.5284
MEM 1.453125 1700467257.6331
MEM 1.453125 1700467257.7334
MEM 1.453125 1700467257.8354
MEM 1.453125 1700467257.9408
MEM 1.453125 1700467258.0416
MEM 1.453125 1700467258.1457
MEM 1.453125 1700467258.2511
MEM 1.453125 1700467258.3563
MEM 1.453125 1700467258.4701
MEM 1.453125 1700467258.5755
MEM 1.453125 1700467258.6980
MEM 1.906250 1700467258.8009
MEM 1.953125 1700467258.9062
MEM 1.953125 1700467259.0091
MEM 1.953125 1700467259.1125
MEM 1.953125 1700467259.2213
MEM 1.953125 1700467259.3268
MEM 1.953125 1700467259.4321
MEM 1.953125 1700467259.5324
MEM 1.953125 1700467259.6365
MEM 1.953125 1700467259.7419
MEM 1.953125 1700467259.8443
MEM 1.953125 1700467259.9470
MEM 1.953125 1700467260.0499
MEM 1.953125 1700467260.1552
MEM 1.953125 1700467260.2603
MEM 1.953125 1700467260.3611
MEM 1.953125 1700467260.4665
MEM 1.953125 1700467260.5687
MEM 1.953125 1700467260.6743
MEM 1.953125 1700467260.7797
MEM 1.953125 1700467260.8842
MEM 1.953125 1700467260.9881
MEM 1.953125 1700467261.0934
MEM 1.953125 1700467261.1990
MEM 1.953125 1700467261.3001
MEM 1.953125 1700467261.4015
MEM 1.953125 1700467261.5022
MEM 1.953125 1700467261.6075
MEM 1.953125 1700467261.7122
MEM 1.953125 1700467261.8160
MEM 1.953125 1700467261.9219
MEM 1.953125 1700467262.0272
MEM 1.937500 1700467262.1300
MEM 1.937500 1700467262.2338
MEM 1.937500 1700467262.3369
MEM 1.937500 1700467262.4405
MEM 1.578125 1700467262.5458
MEM 1.578125 1700467262.6493
MEM 1.578125 1700467262.7509
MEM 1.578125 1700467262.8514
MEM 1.531250 1700467262.9539
MEM 1.484375 1700467263.0573
MEM 1.484375 1700467263.1602
MEM 1.484375 1700467263.2656
MEM 1.484375 1700467263.3692
MEM 1.484375 1700467263.4742
MEM 1.484375 1700467263.5749
MEM 1.484375 1700467263.6768
MEM 1.484375 1700467263.7821
MEM 1.484375 1700467263.8836
MEM 1.484375 1700467263.9891
MEM 1.484375 1700467264.0947
MEM 1.484375 1700467264.2002
MEM 1.484375 1700467264.3058
MEM 1.484375 1700467264.4112
MEM 1.484375 1700467264.5159
MEM 1.484375 1700467264.6209
MEM 1.484375 1700467264.7238
MEM 1.484375 1700467264.8293
MEM 1.484375 1700467264.9315
MEM 1.484375 1700467265.0352
MEM 1.484375 1700467265.1354
MEM 1.484375 1700467265.2407
MEM 1.484375 1700467265.3433
MEM 1.484375 1700467265.4465
MEM 1.484375 1700467265.5496
MEM 1.484375 1700467265.6513
MEM 1.484375 1700467265.7530
MEM 1.484375 1700467265.8583
MEM 1.484375 1700467265.9588
MEM 1.484375 1700467266.0625
MEM 1.484375 1700467266.1678
MEM 1.484375 1700467266.2695
MEM 1.484375 1700467266.3706
MEM 1.484375 1700467266.4736
MEM 1.484375 1700467266.5751
MEM 1.484375 1700467266.6803
MEM 1.484375 1700467266.7855
MEM 1.484375 1700467266.8896
MEM 1.484375 1700467266.9949
MEM 1.484375 1700467267.0969
MEM 1.484375 1700467267.2022
MEM 1.484375 1700467267.3075
MEM 1.484375 1700467267.4081
MEM 1.484375 1700467267.5134
MEM 1.484375 1700467267.6187
MEM 1.484375 1700467267.7242
MEM 1.484375 1700467267.8329
MEM 1.484375 1700467267.9358
MEM 1.484375 1700467268.0390
MEM 1.484375 1700467268.1403
MEM 1.484375 1700467268.2415
MEM 1.484375 1700467268.3468
MEM 1.484375 1700467268.4546
MEM 1.484375 1700467268.5596
MEM 1.484375 1700467268.6625
MEM 1.484375 1700467268.7632
MEM 1.484375 1700467268.8746
MEM 1.484375 1700467268.9749
MEM 1.484375 1700467269.0773
MEM 1.484375 1700467269.1833
MEM 1.484375 1700467269.2852
MEM 1.484375 1700467269.3905
MEM 1.484375 1700467269.4949
MEM 1.484375 1700467269.5982
MEM 1.484375 1700467269.7016
MEM 1.484375 1700467269.8063
MEM 1.484375 1700467269.9119
MEM 1.484375 1700467270.0159
MEM 1.484375 1700467270.1177
MEM 1.484375 1700467270.2232
MEM 1.484375 1700467270.3236
MEM 1.484375 1700467270.4291
MEM 1.484375 1700467270.5340
MEM 1.484375 1700467270.6394
MEM 1.484375 1700467270.7449
MEM 1.484375 1700467270.8495
MEM 1.484375 1700467270.9519
MEM 1.484375 1700467271.0573
MEM 1.484375 1700467271.1629
MEM 1.484375 1700467271.2659
MEM 1.484375 1700467271.3713
MEM 1.484375 1700467271.4768
MEM 1.484375 1700467271.5813
MEM 1.484375 1700467271.6854
MEM 1.484375 1700467271.7859
MEM 1.484375 1700467271.8885
MEM 1.484375 1700467271.9892
MEM 1.484375 1700467272.0947
MEM 1.484375 1700467272.1960
MEM 1.484375 1700467272.3012
MEM 1.484375 1700467272.4034
MEM 1.484375 1700467272.5079
MEM 1.484375 1700467272.6129
MEM 1.484375 1700467272.7175
MEM 1.484375 1700467272.8274
MEM 1.484375 1700467272.9301
MEM 1.484375 1700467273.0353
MEM 1.484375 1700467273.1407
MEM 1.484375 1700467273.2422
MEM 1.484375 1700467273.3475
MEM 1.484375 1700467273.4517
MEM 1.484375 1700467273.5533
MEM 1.484375 1700467273.6587
MEM 1.484375 1700467273.7639
MEM 1.484375 1700467273.8692
MEM 1.484375 1700467273.9744
MEM 1.484375 1700467274.0798
MEM 1.484375 1700467274.1850
MEM 1.484375 1700467274.2905
MEM 1.484375 1700467274.3960
MEM 1.484375 1700467274.4970
MEM 1.484375 1700467274.6013
MEM 1.484375 1700467274.7048
MEM 1.484375 1700467274.8061
MEM 1.484375 1700467274.9117
MEM 1.484375 1700467275.0171
MEM 1.484375 1700467275.1224
MEM 1.484375 1700467275.2242
MEM 1.484375 1700467275.3298
MEM 1.484375 1700467275.4313
MEM 1.484375 1700467275.5350
MEM 1.484375 1700467275.6378
MEM 1.484375 1700467275.7395
MEM 1.484375 1700467275.8431
MEM 1.484375 1700467275.9445
MEM 1.484375 1700467276.0473
MEM 1.484375 1700467276.1525
MEM 1.484375 1700467276.2578
MEM 1.484375 1700467276.3584
MEM 1.484375 1700467276.4591
MEM 1.484375 1700467276.5644
MEM 1.484375 1700467276.6697
MEM 1.484375 1700467276.7751
MEM 1.484375 1700467276.8780
MEM 1.484375 1700467276.9791
MEM 1.484375 1700467277.0843
MEM 1.484375 1700467277.1866
MEM 1.484375 1700467277.2871
MEM 1.484375 1700467277.3894
MEM 1.484375 1700467277.4947
MEM 1.484375 1700467277.6000
MEM 1.484375 1700467277.7010
MEM 1.484375 1700467277.8026
MEM 1.484375 1700467277.9040
MEM 1.484375 1700467278.0095
MEM 1.484375 1700467278.1129
MEM 1.484375 1700467278.2182
MEM 1.484375 1700467278.3235
MEM 1.484375 1700467278.4289
MEM 1.484375 1700467278.5311
MEM 1.484375 1700467278.6316
MEM 1.484375 1700467278.7341
MEM 1.484375 1700467278.8355
MEM 1.484375 1700467278.9428
MEM 1.484375 1700467279.0483
MEM 1.484375 1700467279.1533
MEM 1.484375 1700467279.2569
MEM 1.484375 1700467279.3579
MEM 1.484375 1700467279.4635
MEM 1.484375 1700467279.5683
MEM 1.484375 1700467279.6737
MEM 1.484375 1700467279.7770
MEM 1.484375 1700467279.8825
MEM 1.484375 1700467279.9839
MEM 1.484375 1700467280.0858
MEM 1.484375 1700467280.1861
MEM 1.484375 1700467280.2914
MEM 1.484375 1700467280.3922
MEM 1.484375 1700467280.4953
MEM 1.484375 1700467280.6016
MEM 1.484375 1700467280.7062
MEM 1.484375 1700467280.8079
MEM 1.484375 1700467280.9095
MEM 1.484375 1700467281.0122
MEM 1.484375 1700467281.1177
MEM 1.484375 1700467281.2206
MEM 1.484375 1700467281.3261
MEM 1.484375 1700467281.4286
MEM 1.484375 1700467281.5340
MEM 1.484375 1700467281.6355
MEM 1.484375 1700467281.7389
MEM 1.484375 1700467281.8443
MEM 1.484375 1700467281.9498
MEM 1.484375 1700467282.0545
MEM 1.484375 1700467282.1571
MEM 1.484375 1700467282.2627
MEM 1.484375 1700467282.3678
MEM 1.484375 1700467282.4695
MEM 1.484375 1700467282.5701
MEM 1.484375 1700467282.6752
MEM 1.484375 1700467282.7762
MEM 1.484375 1700467282.8809
MEM 1.484375 1700467282.9856
MEM 1.484375 1700467283.0911
MEM 1.484375 1700467283.1926
MEM 1.484375 1700467283.2980
MEM 1.484375 1700467283.4013
MEM 1.484375 1700467283.5041
MEM 1.484375 1700467283.6096
MEM 1.484375 1700467283.7146
MEM 1.484375 1700467283.8200
MEM 1.484375 1700467283.9255
MEM 1.484375 1700467284.0311
MEM 1.484375 1700467284.1331
MEM 1.484375 1700467284.2363
MEM 1.484375 1700467284.3418
MEM 1.484375 1700467284.4460
MEM 1.484375 1700467284.5470
MEM 1.484375 1700467284.6478
MEM 1.484375 1700467284.7526
MEM 1.484375 1700467284.8580
MEM 1.484375 1700467284.9635
MEM 1.484375 1700467285.0683
MEM 1.484375 1700467285.1691
MEM 1.484375 1700467285.2745
MEM 1.484375 1700467285.3800
MEM 1.484375 1700467285.4853
MEM 1.484375 1700467285.5869
MEM 1.484375 1700467285.6891
MEM 1.484375 1700467285.7946
MEM 1.484375 1700467285.8968
MEM 1.484375 1700467286.0021
MEM 1.484375 1700467286.1053
MEM 1.484375 1700467286.2075
MEM 1.484375 1700467286.3113
MEM 1.484375 1700467286.4165
MEM 1.484375 1700467286.5180
MEM 1.484375 1700467286.6233
MEM 1.484375 1700467286.7283
MEM 1.484375 1700467286.8290
MEM 1.484375 1700467286.9327
MEM 1.484375 1700467287.0336
MEM 1.484375 1700467287.1388
MEM 1.484375 1700467287.2390
MEM 1.484375 1700467287.3401
MEM 1.484375 1700467287.4455
MEM 1.484375 1700467287.5518
MEM 1.484375 1700467287.6571
MEM 1.484375 1700467287.7593
MEM 1.484375 1700467287.8646
MEM 1.484375 1700467287.9681
MEM 1.484375 1700467288.0713
MEM 1.484375 1700467288.1749
MEM 1.484375 1700467288.2804
MEM 1.484375 1700467288.3845
MEM 1.484375 1700467288.4898
MEM 1.484375 1700467288.5952
MEM 1.484375 1700467288.6957
MEM 1.484375 1700467288.8010
MEM 1.484375 1700467288.9020
MEM 1.484375 1700467289.0073
MEM 1.484375 1700467289.1101
MEM 1.484375 1700467289.2154
MEM 1.484375 1700467289.3166
MEM 1.484375 1700467289.4220
MEM 1.484375 1700467289.5266
MEM 1.484375 1700467289.6280
MEM 1.484375 1700467289.7336
MEM 1.484375 1700467289.8347
MEM 1.484375 1700467289.9399
MEM 1.484375 1700467290.0451
MEM 1.484375 1700467290.1504
MEM 1.484375 1700467290.2556
MEM 1.484375 1700467290.3609
MEM 1.484375 1700467290.4618
MEM 1.484375 1700467290.5652
MEM 1.484375 1700467290.6656
MEM 1.484375 1700467290.7710
MEM 1.484375 1700467290.8764
MEM 1.484375 1700467290.9785
MEM 1.484375 1700467291.0820
MEM 1.484375 1700467291.1861
MEM 1.484375 1700467291.2890
MEM 1.484375 1700467291.3945
MEM 1.484375 1700467291.5000
MEM 1.484375 1700467291.6053
MEM 1.484375 1700467291.7071
MEM 1.484375 1700467291.8125
MEM 1.484375 1700467291.9160
MEM 1.484375 1700467292.0213
MEM 1.484375 1700467292.1234
MEM 1.484375 1700467292.2245
MEM 1.484375 1700467292.3300
MEM 1.484375 1700467292.4341
MEM 1.484375 1700467292.5361
MEM 1.484375 1700467292.6413
MEM 1.484375 1700467292.7466
MEM 1.484375 1700467292.8477
MEM 1.484375 1700467292.9520
MEM 1.484375 1700467293.0531
MEM 1.484375 1700467293.1542
MEM 1.484375 1700467293.2598
MEM 1.484375 1700467293.3607
MEM 1.484375 1700467293.4644
MEM 1.484375 1700467293.5679
MEM 1.484375 1700467293.6690
MEM 1.484375 1700467293.7714
MEM 1.484375 1700467293.8768
MEM 1.484375 1700467293.9823
MEM 1.484375 1700467294.0840
MEM 1.484375 1700467294.1879
MEM 1.484375 1700467294.2886
MEM 1.484375 1700467294.3943
MEM 1.484375 1700467294.4967
MEM 1.484375 1700467294.6020
MEM 1.484375 1700467294.7070
MEM 1.484375 1700467294.8125
MEM 1.484375 1700467294.9181
MEM 1.484375 1700467295.0234
MEM 1.484375 1700467295.1273
MEM 1.484375 1700467295.2329
MEM 1.484375 1700467295.3384
MEM 1.484375 1700467295.4431
MEM 1.484375 1700467295.5443
MEM 1.484375 1700467295.6464
MEM 1.484375 1700467295.7484
MEM 1.484375 1700467295.8504
MEM 1.484375 1700467295.9560
MEM 1.484375 1700467296.0612
MEM 1.484375 1700467296.1667
MEM 1.484375 1700467296.2685
MEM 1.484375 1700467296.3703
MEM 1.484375 1700467296.4759
MEM 1.484375 1700467296.5764
MEM 1.484375 1700467296.6806
MEM 1.484375 1700467296.7857
MEM 1.484375 1700467296.8878
MEM 1.484375 1700467296.9908
MEM 1.484375 1700467297.0965
MEM 1.484375 1700467297.2020
MEM 1.484375 1700467297.3037
MEM 1.484375 1700467297.4064
MEM 1.484375 1700467297.5070
MEM 1.484375 1700467297.6085
MEM 1.484375 1700467297.7096
MEM 1.484375 1700467297.8121
MEM 1.484375 1700467297.9172
MEM 1.484375 1700467298.0190
MEM 1.484375 1700467298.1228
MEM 1.484375 1700467298.2283
MEM 1.484375 1700467298.3330
MEM 1.484375 1700467298.4371
MEM 1.484375 1700467298.5425
MEM 1.484375 1700467298.6443
MEM 1.484375 1700467298.7451
MEM 1.484375 1700467298.8505
MEM 1.484375 1700467298.9516
MEM 1.484375 1700467299.0522
MEM 1.484375 1700467299.1577
MEM 1.484375 1700467299.2632
MEM 1.484375 1700467299.3685
MEM 1.484375 1700467299.4739
MEM 1.484375 1700467299.5796
MEM 1.484375 1700467299.6817
MEM 1.484375 1700467299.7872
MEM 1.484375 1700467299.8927
MEM 1.484375 1700467299.9982
MEM 1.484375 1700467300.1003
MEM 1.484375 1700467300.2026
MEM 1.484375 1700467300.3079
MEM 1.484375 1700467300.4133
MEM 1.484375 1700467300.5179
MEM 1.484375 1700467300.6233
MEM 1.484375 1700467300.7287
MEM 1.484375 1700467300.8323
MEM 1.484375 1700467300.9380
MEM 1.484375 1700467301.0402
MEM 1.484375 1700467301.1407
MEM 1.484375 1700467301.2412
MEM 1.484375 1700467301.3424
MEM 1.484375 1700467301.4463
MEM 1.484375 1700467301.5490
MEM 1.484375 1700467301.6516
MEM 1.484375 1700467301.7571
MEM 1.484375 1700467301.8585
MEM 1.484375 1700467301.9640
MEM 1.484375 1700467302.0677
MEM 1.484375 1700467302.1689
MEM 1.484375 1700467302.2733
MEM 1.484375 1700467302.3776
MEM 1.484375 1700467302.4830
MEM 1.484375 1700467302.5884
MEM 1.484375 1700467302.6911
MEM 1.484375 1700467302.7966
MEM 1.484375 1700467302.9025
MEM 1.484375 1700467303.0069
MEM 1.484375 1700467303.1120
MEM 1.484375 1700467303.2158
MEM 1.484375 1700467303.3188
MEM 1.484375 1700467303.4244
MEM 1.484375 1700467303.5295
MEM 1.484375 1700467303.6319
MEM 1.484375 1700467303.7373
MEM 1.484375 1700467303.8429
MEM 1.484375 1700467303.9485
MEM 1.484375 1700467304.0540
MEM 1.484375 1700467304.1595
MEM 1.484375 1700467304.2650
MEM 1.484375 1700467304.3686
MEM 1.484375 1700467304.4738
